"MonthlyLoanPayment","mgRate","TEDRATE","Adj.Close","AmountRequested","BorrowerRate","EstimatedLoss","category1","category2","category3","category6","category7","IsBorrowerHomeowner","bankcard_utilization","credit_lines_last7_years","current_credit_lines","current_delinquencies","delinquencies_last7_years","delinquencies_over30_days","delinquencies_over60_days","prior_prosper_loans_active","income_range","income_verifiable","total_inquiries","inquiries_last6_months","prior_prosper_loans","revolving_available_percent","total_open_revolving_accounts","revolving_balance","monthly_debt","real_estate_balance","group1","scorex620","scorex650","scorex665","scorex690","scorex702","scorex724","scorex748","scorex778","dti1","dti2","dti3","dti4","default"
5.697630255171,0.038,0.15,7.17321477059568,8.9226582995244,0.2499,0.098,0,0,0,0,1,1,0.88,22,10,0,2,9,4,1,4,1,2,0,1,11,6,10.2528407578441,6.67582322163485,10.9402067068325,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.55870731157775,0.0402,0.21,7.20266864995786,7.82404601085629,0.2199,0.098,0,0,0,0,0,1,0.9,36,7,0,0,0,0,0,5,1,1,0,1,0,4,10.1144370577496,7.25276241805319,11.8853093744763,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.62862780105544,0.0382,0.14,7.15722910684132,8.85366542803745,0.2499,0.098,0,0,0,0,1,1,0.86,29,9,2,23,19,10,0,5,1,1,0,1,40,8,10.647161483764,6.87523208727658,11.9607857295303,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.59905150497991,0.0382,0.14,7.15722910684132,7.82404601085629,0.2499,0.098,0,0,0,0,1,0,0.23,42,10,1,0,21,9,0,4,1,2,0,1,16,6,9.77485840993895,6.68710860786651,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.72407517792396,0.0382,0.14,7.15722910684132,8.9226582995244,0.2699,0.108,1,0,0,0,0,0,1,35,4,0,21,7,6,0,6,1,4,1,0,39,4,8.35585004100747,4.98360662170834,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.697630255171,0.0382,0.15,7.16976566468808,8.9226582995244,0.2499,0.098,0,0,0,1,0,0,0.14,7,6,0,0,0,0,1,2,1,3,0,1,86,5,6.94022246911964,5.54907608489522,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6.51438671182121,0.0382,0.14,7.16331184975077,9.99879773234045,0.0655,0.0155,0,1,0,0,0,1,0.94,48,18,0,0,0,0,0,6,1,1,0,0,6,9,13.2338510834341,7.26612877955645,13.299841557295,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5.1602040644184,0.0382,0.14,7.16331184975077,8.29404964010203,0.3199,0.147,0,1,0,0,0,0,0.57,27,23,0,0,0,0,0,6,1,6,4,0,59,9,8.8532367647459,7.6511201757027,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.75457064148831,0.0382,0.15,7.16976566468808,9.21034037197618,0.0849,0.0325,1,0,0,0,0,0,0.57,32,18,0,0,0,0,0,4,1,4,0,1,55,14,9.82655251106201,6.64639051484773,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.71439265376822,0.0382,0.14,7.16752387376575,9.10497985631836,0.1299,0.0495,1,0,0,0,0,0,0.66,61,8,0,0,2,0,0,6,1,3,0,2,82,5,7.97728198675515,7.28961052145117,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4.63715323184114,0.0382,0.14,7.16752387376575,8.00636756765025,0.1449,0.0595,0,0,0,0,1,1,0.27,21,6,0,2,4,1,0,4,1,3,1,0,77,4,7.62900388965296,5.94803498918065,12.3834486599311,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5.697630255171,0.0382,0.15,7.16976566468808,8.9226582995244,0.2499,0.098,0,1,0,0,0,1,0.55,13,6,0,4,6,4,1,6,1,15,2,2,44,3,9.16993495734114,5.78074351579233,12.6406822305768,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5.25926463928434,0.0382,0.15,7.16976566468808,8.69951474821019,0.0955,0.035,1,0,0,0,0,0,0.44,52,10,0,0,0,0,0,4,1,2,0,0,55,9,10.825302995053,6.86901445066571,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.9354806204955,0.038,0.15,7.15175185945277,8.1605182474775,0.2499,0.098,1,0,0,0,0,0,0,20,4,0,16,6,3,1,3,0,4,0,1,32,2,6.92559519711047,5.73334127689775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.7175867556326,0.0375,0.22,7.18067901775476,9.21034037197618,0.0599,0.013,1,0,0,0,0,1,0.29,18,10,0,0,3,0,0,5,1,1,0,1,75,9,9.40335455830888,5.89715386763674,12.3158055881818,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5.08227355234905,0.0402,0.19,7.17579572953567,8.29404964010203,0.2599,0.108,0,0,0,0,1,0,0.77,24,9,4,24,1,1,0,5,1,2,0,0,46,8,9.48227408745982,6.68461172766793,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5.32379016252107,0.038,0.15,7.15938520915375,8.76405326934776,0.0955,0.035,1,0,0,0,0,1,0.26,24,5,1,0,14,4,0,6,1,4,0,0,75,3,8.90136656405678,6.82437367004309,12.6363701938507,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6.50056868997563,0.0315,0.41,7.11399683208918,9.87816974455184,0.139,0.038,1,0,0,0,0,1,0.15,67,21,0,0,0,0,0,6,1,9,1,0,86,18,9.60938491228142,7.41997992366183,12.7316794868607,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6.12466150881672,0.038,0.15,7.17321477059568,9.68034400122192,0.0655,0.0155,0,0,0,0,1,0,0.02,14,8,0,0,0,0,0,4,1,2,1,0,97,7,6.79122146272619,4.18965474202643,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6.17553457443605,0.038,0.15,7.17321477059568,9.61580548008435,0.0955,0.035,0,1,0,0,0,1,0.07,13,11,0,0,0,0,0,5,1,6,1,0,92,6,8.03463103292311,6.63068338564237,11.5519057646111,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4.40231933794164,0.038,0.15,7.17321477059568,7.60090245954208,0.2699,0.108,0,0,0,0,1,0,0,7,4,0,0,0,0,0,3,1,0,0,0,0,3,8.57319538153152,6.16541785423142,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.03278809873739,0.0383,0.16,7.17844631408682,8.51719319141624,0.0655,0.0155,1,0,0,0,0,1,0.04,21,10,0,0,0,0,0,4,1,7,0,0,94,8,8.20275638165564,5.90263333340137,12.0698003572234,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5.09546651850159,0.0383,0.15,7.18466709665248,8.29404964010203,0.2699,0.108,1,0,0,0,0,0,0.66,24,10,0,0,1,0,0,3,0,2,0,0,51,6,8.47990660663022,5.31811999384422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5.92932315057013,0.0391,0.17,7.17497692417477,9.30565055178051,0.1399,0.0595,1,0,0,0,0,0,0.75,31,17,0,0,1,0,0,5,1,4,1,0,26,15,11.945382978142,6.69208374250663,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.45759782152096,0.0383,0.21,7.1797804150487,7.60090245954208,0.3125,0.183,0,0,0,0,1,0,0.55,20,13,0,0,4,0,0,2,1,2,2,1,44,10,9.37949225472149,6.56807791141198,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4.45481230439953,0.0383,0.17,7.18605346390893,7.82404601085629,0.1449,0.0595,1,0,0,0,0,0,0.16,52,6,0,12,6,5,0,3,1,4,2,0,84,5,7.43248380791712,4.76217393479776,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.16060035799917,0.0383,0.19,7.18680267593906,7.60090245954208,0.0955,0.035,0,0,0,0,1,1,0.7,20,4,0,0,2,0,0,3,1,1,0,0,29,2,8.77292009262647,5.84354441703136,12.0133006728614,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5.5611046184668,0.0383,0.17,7.18605346390893,8.85366542803745,0.1999,0.087,1,0,0,0,0,1,0.88,24,9,0,0,0,0,0,6,1,7,0,0,12,5,8.93485034028976,6.18826412308259,12.482711465107,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4.60326837869849,0.0399,0.18,7.19467702195671,7.97246601597457,0.1449,0.0595,1,0,0,0,0,1,0.25,51,19,0,0,1,0,0,3,1,3,0,0,77,10,9.00724451596575,7.18992217074581,11.1942892171965,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4.46705688385846,0.0399,0.18,7.19467702195671,7.60090245954208,0.3199,0.147,0,0,0,0,1,0,0.92,27,7,0,0,10,3,0,3,1,4,4,0,36,4,8.99293035250973,6.63725803128446,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.09546651850159,0.0399,0.18,7.19467702195671,8.29404964010203,0.2699,0.108,0,0,0,0,1,0,0.57,49,24,0,0,4,0,0,4,1,0,0,0,20,18,11.4632939469619,7.90838715929004,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5.1602040644184,0.0399,0.19,7.19767480596463,8.29404964010203,0.3199,0.147,0,0,0,0,1,0,0.77,9,2,0,0,0,0,0,2,0,3,0,2,32,2,7.6511201757027,4.39444915467244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.7887974156486,0.0402,0.18,7.17480085820816,8.9226582995244,0.3199,0.147,1,0,0,0,0,1,0.76,28,15,1,0,0,0,0,3,1,3,1,0,30,11,10.7375916134223,7.60389796852188,11.6673703872182,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.3677754377858,0.0399,0.22,7.20074577727697,9.85219425814858,0.0655,0.0155,0,1,0,0,0,0,0.02,6,6,0,0,0,0,0,6,1,3,1,0,80,5,8.77137018531062,4.68213122712422,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5.52704529615615,0.0399,0.22,7.20074577727697,8.69951474821019,0.2899,0.147,1,0,0,0,0,0,0.92,55,12,0,0,9,0,0,1,0,1,1,2,71,9,9.32125543254734,6.66949808985788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.77601010865308,0.0339,0.22,7.16666745337562,8.9226582995244,0.3099,0.13,1,0,0,0,0,1,0.95,54,19,0,0,27,0,1,5,1,9,1,3,8,9,10.432879745876,7.39203156751459,12.1854157534537,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4.5289368799885,0.0402,0.21,7.20266864995786,7.74066440191724,0.2599,0.108,1,0,0,0,0,1,0.97,28,10,0,10,18,7,0,5,1,3,1,0,2,7,10.3627461602457,6.12029741895095,13.0467407202327,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.71089048611558,0.0402,0.21,7.20266864995786,8.9226582995244,0.2599,0.108,1,0,0,0,0,1,0.83,28,9,0,0,0,0,0,5,1,7,1,0,46,7,9.70467069321298,6.67959918584438,12.1346679393353,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.71089048611558,0.0402,0.21,7.20266864995786,8.9226582995244,0.2599,0.108,1,0,0,0,0,0,0.65,17,9,1,1,26,8,0,4,1,4,0,0,9,6,9.75475549873573,7.39510754656249,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.62322296679778,0.0371,0.21,7.19687381921988,8.9226582995244,0.1949,0.087,0,0,0,0,1,0,0.12,8,6,0,0,0,0,0,3,0,3,1,0,87,5,8.82864061741828,5.11198778835654,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.61224509966005,0.0402,0.21,7.20266864995786,7.82404601085629,0.2599,0.108,0,1,0,0,0,1,0.96,20,12,0,0,2,0,0,3,1,3,0,0,33,9,9.29807648628027,6.71538338633468,11.8788108621598,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5.21324955415797,0.0339,0.22,7.15333327367732,8.41183267575841,0.2699,0.112,0,0,0,0,1,0,0.57,18,7,2,0,2,0,0,3,1,6,3,0,44,7,8.6346206082922,5.31811999384422,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6.23947630535107,0.0402,0.21,7.20266864995786,9.61580548008435,0.1399,0.0595,1,0,0,0,0,1,0.3,27,16,0,0,0,0,0,4,1,1,0,0,65,12,9.80250632268201,7.02375895473844,12.1537525083305,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5.08227355234905,0.0391,0.18,7.18529610614525,8.29404964010203,0.2599,0.108,1,0,0,0,0,0,0.93,29,5,0,38,20,8,0,3,1,5,2,0,92,7,6.63463335786169,5.37063802812766,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4.52461067812967,0.0402,0.19,7.18192644455406,7.82404601085629,0.1949,0.087,1,0,0,0,0,0,0.15,16,3,0,16,5,4,0,4,1,6,1,0,84,2,6.32435896238131,6.02586597382531,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.70718511139482,0.0402,0.19,7.17579572953567,7.97246601597457,0.2199,0.098,0,0,0,0,1,0,0,35,2,0,17,7,5,1,3,1,8,0,2,0,0,0,4.65396035015752,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5.06745661408942,0.0375,0.22,7.18067901775476,8.51719319141624,0.089,0.035,1,0,0,0,0,1,0.34,16,10,0,0,0,0,0,4,1,3,1,0,69,8,9.47054846742721,6.45833828334479,12.4836892304985,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5.58859606484708,0.0402,0.19,7.17579572953567,8.9226582995244,0.1699,0.077,1,0,0,0,0,0,0.1,14,8,0,0,1,0,1,5,1,8,0,1,41,7,10.3343279669755,7.58324752430336,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5.75161980407036,0.0402,0.18,7.17480085820816,9.21034037197618,0.0829,0.0325,0,0,0,0,1,0,0.31,33,15,0,0,0,0,1,4,1,2,0,1,72,8,8.76342807395385,6.40191719672719,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
5.43433317046548,0.0391,0.18,7.18529610614525,8.85366542803745,0.1099,0.0495,1,0,0,0,0,1,0.39,14,8,0,0,1,0,0,4,1,6,1,1,60,5,8.48384321173468,6.1463292576689,12.1071579773557,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.32320508205582,0.0391,0.18,7.18529610614525,8.69951474821019,0.1399,0.0595,0,1,0,0,0,1,0.25,36,13,0,0,33,8,0,4,1,2,0,0,80,9,9.23210186375769,7.40974195408092,11.886218559372,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4.3891263717891,0.0391,0.16,7.19084178623138,7.60090245954208,0.2599,0.108,0,0,0,0,1,1,0.65,31,11,0,0,0,0,0,6,1,5,4,0,59,3,7.99799931797973,7.27586460054653,11.4491333318824,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4.10808308833261,0.0391,0.16,7.19084178623138,7.60090245954208,0.0599,0.013,1,0,0,0,0,0,0.05,27,9,0,5,2,2,0,3,1,2,0,3,94,6,9.32062872587031,6.1779441140506,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5.02873712946024,0.0391,0.17,7.17497692417477,8.29404964010203,0.2199,0.098,0,0,0,0,1,0,0.54,21,12,0,0,0,0,0,3,1,6,3,1,50,4,8.64699262895108,5.73979291217923,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6.28174324540703,0.0383,0.21,7.19320485000606,9.61580548008435,0.1699,0.077,1,0,0,0,0,0,0.4,27,19,0,0,0,0,0,6,1,1,1,3,77,17,9.17595594511435,6.44888939414686,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.94350778556209,0.0391,0.18,7.17659082179567,9.61580548008435,0.089,0.035,0,0,1,0,0,1,0.86,18,7,0,0,4,0,0,5,1,1,0,0,15,5,10.5599448147782,5.65248918026865,12.2582428053588,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4.10808308833261,0.0391,0.18,7.17659082179567,7.60090245954208,0.0599,0.013,0,0,1,0,0,0,0.1,17,9,0,0,0,0,1,4,1,1,0,2,90,7,7.73630709654828,5.4553211153577,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6.17436926716252,0.0387,0.23,7.16635090102918,9.61580548008435,0.1399,0.0595,0,0,1,0,0,1,0.54,22,6,0,0,0,0,0,3,1,3,0,0,45,1,8.88834286910928,4.87519732320115,11.7867849440279,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5.7887974156486,0.0383,0.23,7.17340646559759,8.9226582995244,0.3199,0.147,1,0,0,0,0,0,0.52,16,3,3,21,2,2,0,4,1,9,1,0,0,3,11.6181139658344,5.96614673912369,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4.87252199196662,0.0391,0.18,7.19366325690845,8.00636756765025,0.3199,0.147,1,0,0,0,0,1,0.98,42,15,0,2,9,1,0,3,1,2,0,0,6,9,10.4912186603394,7.22475340576797,12.5480120527585,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5.90824596835705,0.0387,0.19,7.18625786658262,9.39266192877014,0.0655,0.0155,0,0,0,0,1,1,0.42,27,12,0,0,0,0,0,6,1,0,0,0,56,8,10.3469225918959,7.06390396147207,12.9552645644681,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5.21775785868962,0.0387,0.19,7.18625786658262,8.51719319141624,0.1949,0.087,0,0,0,0,1,1,0.96,12,8,0,4,3,2,0,3,1,2,0,0,3,3,7.85088266480985,4.46590811865458,11.5784790957097,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.63005790149587,0.0387,0.2,7.1778816517292,8.00636756765025,0.1399,0.0595,0,0,0,0,1,0,0,49,4,0,12,1,1,0,6,1,5,0,0,74,3,7.70165236264223,6.09582456243222,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.36924170488474,0.0387,0.2,7.1778816517292,8.85366542803745,0.0655,0.0155,0,0,0,0,1,1,0.05,13,7,0,0,0,0,0,6,1,2,0,0,38,4,10.8310940193086,6.0330862217988,13.712334321697,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4.99464140434191,0.0387,0.2,7.1778816517292,8.29404964010203,0.1949,0.087,0,0,0,0,1,0,0.42,12,9,0,0,0,0,0,4,1,3,2,0,59,6,8.05610965954506,6.24997524225948,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
